School Code,Name,City,State,Submitted,Completed,Cycle,As of Date
A1300284,LAKE ARROWHEAD CHRISTIAN SCHOOL,TWIN PEAKS,CA,<5,<5,2023/2024,11/30/23
062271003416,LAKE BALBOA COLLEGE PREPARATORY MAGNET K-12,LAKE BALBOA,CA, 39, 38,2023/2024,11/30/23
01613388,LAKE TAHOE PREPARATORY SCHOOL,OLYMPIC VALLEY,CA, 6, 5,2023/2024,11/30/23
060252014428,LAKE VIEW CHARTER,ORLAND,CA, 7, 7,2023/2024,11/30/23
062067008712,LAKEPORT ALTERNATIVE (HOME SCHOOL),LAKEPORT,CA, 6, 5,2023/2024,11/30/23
060002711036,LAKESIDE HIGH,LAKE ELSINORE,CA, 268, 242,2023/2024,11/30/23
063697206781,LAKEVIEW LEADERSHIP ACADEMY,VICTORVILLE,CA, 37, 35,2023/2024,11/30/23
062250002733,LAKEWOOD HIGH,LAKEWOOD,CA, 566, 542,2023/2024,11/30/23
A9100987,LANCASTER BAPTIST SCHOOL,LANCASTER,CA, 9, 9,2023/2024,11/30/23
060282004582,LANCASTER HIGH,LANCASTER,CA, 457, 399,2023/2024,11/30/23
060190410870,LARCHMONT CHARTER,WEST HOLLYWOOD,CA, 84, 83,2023/2024,11/30/23
061233007700,LAS FLORES HIGH (ALTERNATIVE),SACRAMENTO,CA, 61, 55,2023/2024,11/30/23
060444013706,LAS FLORES HOME EDUCATION INDEPENDENT STUDY ACADEMY,BELLFLOWER,CA, 16, 15,2023/2024,11/30/23
060165000035,LAS LOMAS HIGH,WALNUT CREEK,CA, 336, 325,2023/2024,11/30/23
062913004495,LAS PLUMAS HIGH,OROVILLE,CA, 175, 160,2023/2024,11/30/23
062106002532,LASSEN HIGH,SUSANVILLE,CA, 109, 99,2023/2024,11/30/23
062361012065,LATHROP HIGH,LATHROP,CA, 270, 256,2023/2024,11/30/23
060193210402,LATINO COLLEGE PREPARATORY ACADEMY,SAN JOSE,CA, 83, 76,2023/2024,11/30/23
060151414257,LATITUDE 37.8 HIGH,OAKLAND,CA, 26, 25,2023/2024,11/30/23
062115002537,LATON HIGH,LATON,CA, 27, 23,2023/2024,11/30/23
063864014532,LAUNCH VIRTUAL ACADEMY,CHULA VISTA,CA, 17, 16,2023/2024,11/30/23
063864014532,LAUNCH VIRTUAL ACADEMY,SAN DIEGO,CA, 29, 28,2023/2024,11/30/23
A0500444,LAUREL SPRINGS,OJAI,CA, 228, 216,2023/2024,11/30/23
060158112960,LAUREL TREE CHARTER,ARCATA,CA, 6, 6,2023/2024,11/30/23
060792007515,LAWNDALE HIGH,LAWNDALE,CA, 457, 423,2023/2024,11/30/23
064258007900,LAYTONVILLE HIGH,LAYTONVILLE,CA, 13, 11,2023/2024,11/30/23
062127002548,LE GRAND HIGH,LE GRAND,CA, 101, 94,2023/2024,11/30/23
00081341,LE LYCEE FRANCAIS DE LOS ANGELES,LOS ANGELES,CA, 17, 17,2023/2024,11/30/23
062271014634,LEADERSHIP & PUBLIC SERVICE VIRTUAL ACADEMY,LOS ANGELES,CA, 26, 21,2023/2024,11/30/23
060149107354,LEADERSHIP HIGH,SAN FRANCISCO,CA, 22, 19,2023/2024,11/30/23
060164012986,LEADERSHIP MILITARY ACADEMY,MORENO VALLEY,CA, 32, 26,2023/2024,11/30/23
060181510737,LEADERSHIP PUBLIC SCHOOLS - HAYWARD,HAYWARD,CA, 124, 122,2023/2024,11/30/23
060189211225,LEADERSHIP PUBLIC SCHOOLS: RICHMOND,RICHMOND,CA, 103, 91,2023/2024,11/30/23
063432011139,LEARNING CHOICE ACADEMY,LA MESA,CA, 12, 10,2023/2024,11/30/23
060212214260,LEARNING CHOICE ACADEMY - CHULA VISTA,CHULA VISTA,CA, 16, 14,2023/2024,11/30/23
062553010560,LEARNING FOR LIFE CHARTER,PANORAMA CITY,CA, 7, 7,2023/2024,11/30/23
060231810560,LEARNING FOR LIFE CHARTER,MARINA,CA, 13, 13,2023/2024,11/30/23
064251007369,LEARNING POST ACADEMY (ALTERNATIVE),SANTA CLARITA,CA, 55, 51,2023/2024,11/30/23
060186912366,LEARNING WORKS,PASADENA,CA, 32, 29,2023/2024,11/30/23
060985000853,LEE V. POLLARD HIGH,CORONA,CA, 178, 152,2023/2024,11/30/23
061187001328,LEE VINING HIGH,LEE VINING,CA, 6, 6,2023/2024,11/30/23
06FN00207,LEGACY CHRISTIAN,COVINA,CA, 9, 9,2023/2024,11/30/23
062827004375,LEGACY HIGH,OJAI,CA, 12, 10,2023/2024,11/30/23
060723008122,LEIGH HIGH,SAN JOSE,CA, 378, 365,2023/2024,11/30/23
063459005725,LELAND HIGH,SAN JOSE,CA, 358, 343,2023/2024,11/30/23
062140002561,LEMOORE HIGH,LEMOORE,CA, 374, 358,2023/2024,11/30/23
060241211607,LEMOORE MIDDLE COLLEGE HIGH,LEMOORE,CA, 42, 42,2023/2024,11/30/23
060182014163,LEMOORE ONLINE COLLEGE PREPARATORY HIGH,LEMOORE,CA, 33, 30,2023/2024,11/30/23
060161711328,LENNOX MATHEMATICS SCIENCE AND TECHNOLOGY ACADEMY,LENNOX,CA, 136, 131,2023/2024,11/30/23
060003613189,LEROY GREENE ACADEMY,SACRAMENTO,CA, 83, 80,2023/2024,11/30/23
060792000759,LEUZINGER HIGH,LAWNDALE,CA, 400, 376,2023/2024,11/30/23
06FN00885,LIBERTAS PREPARATORY,SANTA CLARITA,CA, 7, 5,2023/2024,11/30/23
063459006645,LIBERTY (ALTERNATIVE),SAN JOSE,CA, 39, 34,2023/2024,11/30/23
061623012282,LIBERTY CHARTER,EL CAJON,CA, 44, 43,2023/2024,11/30/23
00087762,LIBERTY CHRISTIAN SCHOOL,HUNTINGTON BEACH,CA, 8, 7,2023/2024,11/30/23
060462000425,LIBERTY HIGH,BENICIA,CA, 6, 5,2023/2024,11/30/23
061954007994,LIBERTY HIGH,BAKERSFIELD,CA, 411, 387,2023/2024,11/30/23
060006810542,LIBERTY HIGH,MADERA,CA, 119, 110,2023/2024,11/30/23
062160002573,LIBERTY HIGH,BRENTWOOD,CA, 446, 414,2023/2024,11/30/23
062223002655,LIBERTY HIGH,LODI,CA, 38, 33,2023/2024,11/30/23
060004807405,LIBERTY HIGH (CONTINUATION),PASO ROBLES,CA, 46, 37,2023/2024,11/30/23
061482012403,LIBERTY RANCH HIGH,GALT,CA, 195, 180,2023/2024,11/30/23
00083575,LICK-WILMERDING HIGH SCHOOL,SAN FRANCISCO,CA, 62, 60,2023/2024,11/30/23
062805008676,LIFE ACADEMY,OAKLAND,CA, 58, 53,2023/2024,11/30/23
060255407721,LIFE LEARNING ACADEMY CHARTER,SAN FRANCISCO,CA, 10, 8,2023/2024,11/30/23
060168312119,LIFELINE EDUCATION CHARTER,COMPTON,CA, 35, 29,2023/2024,11/30/23
A9101011,LIGHTHOUSE CHRISTIAN ACADEMY,SANTA MONICA,CA, 8, 7,2023/2024,11/30/23
060235610726,LIGHTHOUSE COMMUNITY CHARTER HIGH,OAKLAND,CA, 68, 67,2023/2024,11/30/23
062409009399,LINCOLN (ABRAHAM) (ALTERNATIVE),MARYSVILLE,CA, 20, 15,2023/2024,11/30/23
063441005581,LINCOLN (ABRAHAM) HIGH,SAN FRANCISCO,CA, 401, 384,2023/2024,11/30/23
064214006897,LINCOLN HIGH,LINCOLN,CA, 350, 329,2023/2024,11/30/23
062169002579,LINCOLN HIGH,STOCKTON,CA, 481, 448,2023/2024,11/30/23
063432011939,LINCOLN HIGH,SAN DIEGO,CA, 240, 202,2023/2024,11/30/23
063468005835,LINCOLN HIGH (CONTINUATION),SAN LEANDRO,CA, 30, 22,2023/2024,11/30/23
062271013173,LINDA ESPERANZA MARQUEZ HIGH A HNTNGTN PARK INST OF APPL MED,HUNTINGTON PARK,CA, 163, 163,2023/2024,11/30/23
062271013203,LINDA ESPERANZA MARQUEZ HIGH B LIBRA ACADEMY,HUNTINGTON PARK,CA, 119, 110,2023/2024,11/30/23
062271013086,LINDA ESPERANZA MARQUEZ HIGH C SCHOOL OF SOCIAL JUSTICE,HUNTINGTON PARK,CA, 131, 125,2023/2024,11/30/23
062181002589,LINDEN HIGH,LINDEN,CA, 134, 128,2023/2024,11/30/23
062409003630,LINDHURST HIGH,OLIVEHURST,CA, 162, 148,2023/2024,11/30/23
062187002595,LINDSAY SENIOR HIGH,LINDSAY,CA, 198, 189,2023/2024,11/30/23
00091145,LINFIELD CHRISTIAN SCHOOL,TEMECULA,CA, 65, 65,2023/2024,11/30/23
060209810374,LITERACY FIRST CHARTER,EL CAJON,CA,<5,<5,2023/2024,11/30/23
060282009516,LITTLEROCK HIGH,LITTLEROCK,CA, 229, 211,2023/2024,11/30/23
062205009891,LIVE OAK ALTERNATIVE,LIVE OAK,CA, 5, 5,2023/2024,11/30/23
062583003877,LIVE OAK HIGH,MORGAN HILL,CA, 206, 196,2023/2024,11/30/23
062205002615,LIVE OAK HIGH,LIVE OAK,CA, 126, 120,2023/2024,11/30/23
060285000213,LIVE OAK HIGH (CONTINUATION),ANTIOCH,CA, 20, 18,2023/2024,11/30/23
062211002630,LIVERMORE HIGH,LIVERMORE,CA, 286, 265,2023/2024,11/30/23
062466003700,LIVINGSTON HIGH,LIVINGSTON,CA, 232, 222,2023/2024,11/30/23
060263000180,LOARA HIGH,ANAHEIM,CA, 318, 289,2023/2024,11/30/23
00095489,LODI ACADEMY,LODI,CA, 13, 13,2023/2024,11/30/23
062223002658,LODI HIGH,LODI,CA, 299, 272,2023/2024,11/30/23
00094474,LOMA LINDA ACADEMY,LOMA LINDA,CA, 72, 69,2023/2024,11/30/23
062241002684,LOMPOC HIGH,LOMPOC,CA, 279, 265,2023/2024,11/30/23
062244002693,LONE PINE HIGH,LONE PINE,CA, 11, 10,2023/2024,11/30/23
060010810921,LONG BEACH UNIFIED SCHOOL DISTRICT ROP,LONG BEACH,CA,<5,<5,2023/2024,11/30/23
060229609067,LONG VALLEY,DOYLE,CA, 5, 5,2023/2024,11/30/23
062308003523,LOPEZ CONTINUATION HIGH,ARROYO GRANDE,CA, 27, 23,2023/2024,11/30/23
063531006001,LORIN GRISET ACADEMY,SANTA ANA,CA, 52, 44,2023/2024,11/30/23
062259007304,LOS ALAMITOS HIGH,LOS ALAMITOS,CA, 650, 633,2023/2024,11/30/23
062631003929,LOS ALTOS HIGH,LOS ALTOS,CA, 428, 404,2023/2024,11/30/23
061632502053,LOS ALTOS HIGH,HACIENDA HEIGHTS,CA, 309, 292,2023/2024,11/30/23
061488001858,LOS AMIGOS HIGH,FOUNTAIN VALLEY,CA, 330, 303,2023/2024,11/30/23
060153411628,LOS ANGELES ACADEMY OF ARTS AND ENTERPRISE,LOS ANGELES,CA, 28, 26,2023/2024,11/30/23
062271008887,LOS ANGELES CENTER FOR ENRICHED STUDIES,LOS ANGELES,CA, 202, 196,2023/2024,11/30/23
A0101086,LOS ANGELES COMPUTER SCIENCE ACADEMY,LOS ANGELES,CA, 11, 8,2023/2024,11/30/23
069102311699,LOS ANGELES EDUCATION CORPS CHARTER,LOS ANGELES,CA, 8, 7,2023/2024,11/30/23
062271012270,LOS ANGELES HIGH SCHOOL OF THE ARTS,LOS ANGELES,CA, 112, 106,2023/2024,11/30/23
060149410517,LOS ANGELES LEADERSHIP ACADEMY,LOS ANGELES,CA, 50, 43,2023/2024,11/30/23
062271003151,LOS ANGELES SENIOR HIGH,LOS ANGELES,CA, 171, 167,2023/2024,11/30/23
062271012335,LOS ANGELES TEACHER PREPARATORY ACADEMY,LOS ANGELES,CA, 10, 6,2023/2024,11/30/23
062271009570,LOS ANGELES UNIFIED ALTERNATIVE EDUCATION,LOS ANGELES,CA, 7, 7,2023/2024,11/30/23
062274008218,LOS BANOS COMMUNITY DAY,LOS BANOS,CA, 10, 7,2023/2024,11/30/23
062274003481,LOS BANOS HIGH,LOS BANOS,CA, 324, 289,2023/2024,11/30/23
062280003486,LOS GATOS HIGH,LOS GATOS,CA, 395, 375,2023/2024,11/30/23
062286003497,LOS MOLINOS HIGH,LOS MOLINOS,CA, 30, 26,2023/2024,11/30/23
060816010605,LOS OSOS HIGH,RANCHO CUCAMONGA,CA, 595, 574,2023/2024,11/30/23
00071107,LOUISVILLE HIGH SCHOOL,WOODLAND HILLS,CA, 67, 64,2023/2024,11/30/23
061035001158,LOVELL HIGH,CUTLER,CA, 34, 20,2023/2024,11/30/23
063441005643,LOWELL HIGH,SAN FRANCISCO,CA, 593, 578,2023/2024,11/30/23
062007002401,LOWER LAKE HIGH,LOWER LAKE,CA, 86, 71,2023/2024,11/30/23
063678006229,LOYALTON HIGH,LOYALTON,CA, 18, 17,2023/2024,11/30/23
00071741,LOYOLA HIGH SCHOOL,LOS ANGELES,CA, 217, 211,2023/2024,11/30/23
060196713155,LPS OAKLAND R & D CAMPUS,OAKLAND,CA, 67, 58,2023/2024,11/30/23
060001510305,LUCERNE VALLEY HIGH,LUCERNE VALLEY,CA, 37, 27,2023/2024,11/30/23
060203813815,LUIS VALDEZ LEADERSHIP ACADEMY,SAN JOSE,CA, 73, 69,2023/2024,11/30/23
063384005264,LUTHER BURBANK HIGH,SACRAMENTO,CA, 287, 259,2023/2024,11/30/23
00080406,LUTHERAN HIGH SCHOOL - ORANGE COUNTY,ORANGE,CA, 225, 213,2023/2024,11/30/23
A9101032,LYCEE FRANCAIS DE SAN FRANCISCO,SAN FRANCISCO,CA, 20, 19,2023/2024,11/30/23
A0900407,LYDIAN ACADEMY,MENLO PARK,CA, 11, 9,2023/2024,11/30/23
061443001698,LYNBROOK HIGH,SAN JOSE,CA, 351, 344,2023/2024,11/30/23
062316003536,LYNWOOD HIGH,LYNWOOD,CA, 336, 319,2023/2024,11/30/23
060198810384,MAAC COMMUNITY CHARTER,CHULA VISTA,CA, 45, 40,2023/2024,11/30/23
060303007262,MAD RIVER HIGH (CONTINUATION),MCKINLEYVILLE,CA,<5,<5,2023/2024,11/30/23
062334013310,MADERA ADULT,MADERA,CA, 6,<5,2023/2024,11/30/23
062334003548,MADERA HIGH,MADERA,CA, 337, 324,2023/2024,11/30/23
062334011679,MADERA SOUTH HIGH,MADERA,CA, 432, 393,2023/2024,11/30/23
063432005509,MADISON HIGH,SAN DIEGO,CA, 198, 183,2023/2024,11/30/23
062805004278,MADISON PARK ACADEMY 6-12,OAKLAND,CA, 78, 65,2023/2024,11/30/23
063511005937,MADRONE HIGH CONTINUATION,SAN RAFAEL,CA, 36, 32,2023/2024,11/30/23
060263000182,MAGNOLIA HIGH,ANAHEIM,CA, 242, 211,2023/2024,11/30/23
0691024F0254,MAGNOLIA LEARNING CENTER,GARDEN GROVE,CA, 6, 6,2023/2024,11/30/23
060645005849,MAGNOLIA PARK,BURBANK,CA, 7, 7,2023/2024,11/30/23
060170610524,MAGNOLIA SCIENCE ACADEMY,RESEDA,CA, 68, 68,2023/2024,11/30/23
060231911842,MAGNOLIA SCIENCE ACADEMY 2,VAN NUYS,CA, 42, 39,2023/2024,11/30/23
060219412010,MAGNOLIA SCIENCE ACADEMY 3,CARSON,CA, 48, 43,2023/2024,11/30/23
060167812360,MAGNOLIA SCIENCE ACADEMY 4,LOS ANGELES,CA, 22, 22,2023/2024,11/30/23
060188512347,MAGNOLIA SCIENCE ACADEMY 5,RESEDA,CA, 27, 23,2023/2024,11/30/23
060142512419,MAGNOLIA SCIENCE ACADEMY SANTA ANA,COSTA MESA,CA, 25, 25,2023/2024,11/30/23
063075010269,MAIDU HIGH INDEPENDENT STUDY,AUBURN,CA, 7, 7,2023/2024,11/30/23
063075014310,MAIDU VIRTUAL CHARTER ACADEMY,AUBURN,CA, 20, 20,2023/2024,11/30/23
061128001253,MAINE PRAIRIE HIGH (CONTINUATION),DIXON,CA, 8, 7,2023/2024,11/30/23
064119012180,MAJOR GENERAL RAYMOND MURRAY HIGH,VISTA,CA, 49, 46,2023/2024,11/30/23
060150212043,MAKING WAVES ACADEMY,RICHMOND,CA, 87, 85,2023/2024,11/30/23
063570002173,MALIBU HIGH,MALIBU,CA, 63, 59,2023/2024,11/30/23
062353003568,MAMMOTH HIGH,MAMMOTH LAKES,CA, 49, 40,2023/2024,11/30/23
062361003583,MANTECA HIGH,MANTECA,CA, 227, 203,2023/2024,11/30/23
062271003163,MANUAL ARTS SENIOR HIGH,LOS ANGELES,CA, 173, 156,2023/2024,11/30/23
062241002687,MAPLE HIGH,LOMPOC,CA, 38, 32,2023/2024,11/30/23
063864006486,MAR VISTA SENIOR HIGH,IMPERIAL BEACH,CA, 291, 269,2023/2024,11/30/23
A9300094,MARANATHA CHRISTIAN SCHOOLS,SAN DIEGO,CA, 44, 43,2023/2024,11/30/23
A0300412,MARANATHA HIGH SCHOOL,PASADENA,CA, 89, 87,2023/2024,11/30/23
062580003868,MARCH MOUNTAIN HIGH,MORENO VALLEY,CA, 97, 86,2023/2024,11/30/23
062316010903,MARCO ANTONIO FIREBAUGH HIGH,LYNWOOD,CA, 296, 263,2023/2024,11/30/23
060237714360,MARCONI LEARNING ACADEMY,SACRAMENTO,CA, 21, 17,2023/2024,11/30/23
063583006679,MARIA CARRILLO HIGH,SANTA ROSA,CA, 270, 263,2023/2024,11/30/23
062382003597,MARICOPA HIGH,MARICOPA,CA, 13, 11,2023/2024,11/30/23
061488007724,MARIE L. HARE HIGH,GARDEN GROVE,CA, 56, 44,2023/2024,11/30/23
00083473,MARIN ACADEMY,SAN RAFAEL,CA, 33, 32,2023/2024,11/30/23
00073374,MARIN CATHOLIC HIGH SCHOOL,KENTFIELD,CA, 105, 102,2023/2024,11/30/23
062772004190,MARIN OAKS HIGH,NOVATO,CA, 27, 24,2023/2024,11/30/23
061806002232,MARINA HIGH,HUNTINGTON BEACH,CA, 434, 410,2023/2024,11/30/23
062553011697,MARINA HIGH,MARINA,CA, 111, 101,2023/2024,11/30/23
062394003602,MARIPOSA COUNTY HIGH,MARIPOSA,CA, 64, 60,2023/2024,11/30/23
060015310930,MARK KEPPEL HIGH,ALHAMBRA,CA, 500, 484,2023/2024,11/30/23
00083418,MARLBOROUGH SCHOOL,LOS ANGELES,CA, 41, 41,2023/2024,11/30/23
063441003976,MARSHALL (THURGOOD) HIGH,SAN FRANCISCO,CA, 45, 40,2023/2024,11/30/23
062994004679,MARSHALL FUNDAMENTAL,PASADENA,CA, 203, 194,2023/2024,11/30/23
063315008268,MARTIN LUTHER KING JR. HIGH,RIVERSIDE,CA, 582, 541,2023/2024,11/30/23
060142207920,MARY B. PERRY HIGH,CAMARILLO,CA, 9, 6,2023/2024,11/30/23
00071242,MARY STAR OF THE SEA HIGH SCHOOL,SAN PEDRO,CA, 71, 65,2023/2024,11/30/23
00071912,MARYMOUNT HIGH SCHOOL LOS ANGELES,LOS ANGELES,CA, 37, 37,2023/2024,11/30/23
062409008671,MARYSVILLE CHARTER ACADEMY FOR THE ARTS,MARYSVILLE,CA, 42, 42,2023/2024,11/30/23
062409003633,MARYSVILLE HIGH,MARYSVILLE,CA, 165, 150,2023/2024,11/30/23
A0900415,MATER DEI CATHOLIC HIGH SCHOOL,CHULA VISTA,CA, 184, 176,2023/2024,11/30/23
00075677,MATER DEI HIGH SCHOOL,SANTA ANA,CA, 365, 349,2023/2024,11/30/23
060179813084,MATH AND SCIENCE COLLEGE PREPARATORY,LOS ANGELES,CA, 119, 116,2023/2024,11/30/23
062271012791,MATH SCIENCE & TECHNOLOGY MAGNET ACADEMY AT ROOSEVELT HIGH,LOS ANGELES,CA, 127, 124,2023/2024,11/30/23
062334014457,MATILDA TORRES HIGH,MADERA,CA, 273, 262,2023/2024,11/30/23
060239614253,MATRIX FOR SUCCESS ACADEMY,LOS ANGELES,CA, 19, 18,2023/2024,11/30/23
062271013344,MAXINE WATERS EMPLOYMENT PREP CENTER,LOS ANGELES,CA, 7, 6,2023/2024,11/30/23
062415003642,MAXWELL SR HIGH,MAXWELL,CA, 20, 20,2023/2024,11/30/23
00088245,MAYBECK HIGH SCHOOL,BERKELEY,CA, 20, 20,2023/2024,11/30/23
060444000402,MAYFAIR HIGH,LAKEWOOD,CA, 340, 322,2023/2024,11/30/23
00071027,MAYFIELD SENIOR SCHOOL,PASADENA,CA, 54, 53,2023/2024,11/30/23
062271010889,MAYWOOD ACADEMY HIGH,MAYWOOD,CA, 207, 185,2023/2024,11/30/23
062271014102,MAYWOOD CENTER FOR ENRICHED STUDIES,MAYWOOD,CA, 185, 174,2023/2024,11/30/23
060790009343,MCCLELLAN HIGH (CONTINUATION),ANTELOPE,CA, 12, 11,2023/2024,11/30/23
062805011555,MCCLYMONDS HIGH,OAKLAND,CA, 67, 61,2023/2024,11/30/23
062423007315,MCFARLAND HIGH SCHOOL EARLY COLLEGE,MCFARLAND,CA, 219, 204,2023/2024,11/30/23
060303000239,MCKINLEYVILLE HIGH,MCKINLEYVILLE,CA, 95, 86,2023/2024,11/30/23
061455001754,MCLANE HIGH,FRESNO,CA, 311, 284,2023/2024,11/30/23
062448003660,MENDOCINO HIGH,MENDOCINO,CA, 35, 34,2023/2024,11/30/23
060002200395,MENDOTA HIGH,MENDOTA,CA, 174, 167,2023/2024,11/30/23
00080916,MENLO SCHOOL,ATHERTON,CA, 39, 37,2023/2024,11/30/23
063639006195,MENLO-ATHERTON HIGH,ATHERTON,CA, 351, 326,2023/2024,11/30/23
063462014105,MERAKI HIGH,FAIR OAKS,CA, 9, 9,2023/2024,11/30/23
069102009233,MERCED COUNTY JUVENILE COURT,MERCED,CA,<5,<5,2023/2024,11/30/23
062466003702,MERCED HIGH,MERCED,CA, 322, 295,2023/2024,11/30/23
069102010960,MERCED SCHOLARS CHARTER,MERCED,CA, 22, 20,2023/2024,11/30/23
00073498,MERCY HIGH SCHOOL,BURLINGAME,CA, 77, 76,2023/2024,11/30/23
061623013711,MERIT ACADEMY,EL CAJON,CA,<5,<5,2023/2024,11/30/23
060004707371,MERRILL F. WEST HIGH,TRACY,CA, 387, 352,2023/2024,11/30/23
062271013079,MERVYN M. DYMALLY HIGH,LOS ANGELES,CA, 104, 91,2023/2024,11/30/23
00095605,MESA GRANDE ACADEMY,CALIMESA,CA, 19, 19,2023/2024,11/30/23
063462005798,MESA VERDE HIGH,CITRUS HEIGHTS,CA, 118, 110,2023/2024,11/30/23
063680006237,MESQUITE CONTINUATION HIGH,RIDGECREST,CA, 11, 9,2023/2024,11/30/23
060215014259,METHOD SCHOOLS LA,MURRIETA,CA, 62, 56,2023/2024,11/30/23
062271003181,METROPOLITAN CONTINUATION,LOS ANGELES,CA, 23, 17,2023/2024,11/30/23
062805011350,METWEST HIGH,OAKLAND,CA, 54, 52,2023/2024,11/30/23
063531007197,MIDDLE COLLEGE HIGH,SANTA ANA,CA, 80, 79,2023/2024,11/30/23
063255009622,MIDDLE COLLEGE HIGH,SAN PABLO,CA, 69, 69,2023/2024,11/30/23
062223008616,MIDDLE COLLEGE HIGH,STOCKTON,CA, 56, 55,2023/2024,11/30/23
062271010843,MIDDLE COLLEGE HIGH,LOS ANGELES,CA, 91, 91,2023/2024,11/30/23
063417010366,MIDDLE COLLEGE HIGH,SAN BERNARDINO,CA, 52, 51,2023/2024,11/30/23
063459008633,MIDDLE COLLEGE HIGH,SAN JOSE,CA, 12, 12,2023/2024,11/30/23
062475003708,MIDDLETOWN HIGH,MIDDLETOWN,CA, 68, 63,2023/2024,11/30/23
00083564,MIDLAND SCHOOL,LOS OLIVOS,CA, 9, 9,2023/2024,11/30/23
01900601,MID-PENINSULA HIGH SCHOOL,MENLO PARK,CA, 27, 23,2023/2024,11/30/23
A9101492,MILKEN COMMUNITY  SCHOOLS,LOS ANGELES,CA, 67, 64,2023/2024,11/30/23
060169811426,MILLENNIUM CHARTER,TRACY,CA, 89, 85,2023/2024,11/30/23
063033007819,MILLENNIUM HIGH ALTERNATIVE,PIEDMONT,CA, 11, 10,2023/2024,11/30/23
062250002745,MILLIKAN HIGH,LONG BEACH,CA, 670, 650,2023/2024,11/30/23
063498005924,MILLS HIGH,MILLBRAE,CA, 267, 257,2023/2024,11/30/23
062450003666,MILPITAS HIGH,MILPITAS,CA, 564, 532,2023/2024,11/30/23
062450014571,MILPITAS MIDDLE COLLEGE HIGH,MILPITAS,CA, 16, 15,2023/2024,11/30/23
060011613035,MINARETS CHARTER HIGH,ONEALS,CA, 35, 31,2023/2024,11/30/23
060011612212,MINARETS HIGH,ONEALS,CA, 35, 34,2023/2024,11/30/23
060002506328,MIRA COSTA HIGH,MANHATTAN BEACH,CA, 384, 377,2023/2024,11/30/23
063462005799,MIRA LOMA HIGH,SACRAMENTO,CA, 295, 280,2023/2024,11/30/23
063432005520,MIRA MESA HIGH,SAN DIEGO,CA, 452, 420,2023/2024,11/30/23
061954012155,MIRA MONTE HIGH,BAKERSFIELD,CA, 450, 427,2023/2024,11/30/23
060165000036,MIRAMONTE HIGH,ORINDA,CA, 180, 178,2023/2024,11/30/23
060001411899,MIRUS SECONDARY,PALM DESERT,CA,<5,<5,2023/2024,11/30/23
060184711899,MIRUS SECONDARY,HESPERIA,CA, 26, 22,2023/2024,11/30/23
060174614230,MISSION ACADEMY,ACTON,CA, 46, 44,2023/2024,11/30/23
063432005522,MISSION BAY HIGH,SAN DIEGO,CA, 239, 222,2023/2024,11/30/23
00074265,MISSION COLLEGE PREPARATORY CATHOLIC HIGH SCHOOL,SAN LUIS OBISPO,CA, 45, 43,2023/2024,11/30/23
062271003189,MISSION CONTINUATION,SAN FERNANDO,CA, 56, 49,2023/2024,11/30/23
063543014067,MISSION EARLY COLLEGE HIGH,SANTA CLARA,CA, 25, 23,2023/2024,11/30/23
063441005650,MISSION HIGH,SAN FRANCISCO,CA, 164, 148,2023/2024,11/30/23
063488011404,MISSION HILLS HIGH,SAN MARCOS,CA, 573, 548,2023/2024,11/30/23
063993012084,MISSION OAK HIGH,TULARE,CA, 283, 253,2023/2024,11/30/23
061440001678,MISSION SAN JOSE HIGH,FREMONT,CA, 399, 384,2023/2024,11/30/23
063386005307,MISSION VIEJO HIGH,MISSION VIEJO,CA, 321, 303,2023/2024,11/30/23
060156211906,MISSION VIEW PUBLIC,SANTA CLARITA,CA, 27, 25,2023/2024,11/30/23
060251314419,MISSION VISTA ACADEMY,BEAUMONT,CA, 73, 70,2023/2024,11/30/23
064119012341,MISSION VISTA HIGH,OCEANSIDE,CA, 330, 319,2023/2024,11/30/23
060248310681,MIT ACADEMY,VALLEJO,CA, 65, 56,2023/2024,11/30/23
A0500507,MODESTO CHRISTIAN SCHOOL,MODESTO,CA, 9, 9,2023/2024,11/30/23
062515003744,MODESTO HIGH,MODESTO,CA, 373, 325,2023/2024,11/30/23
062519003764,MODOC HIGH,ALTURAS,CA, 36, 34,2023/2024,11/30/23
060001409073,MOJAVE HIGH,HESPERIA,CA, 168, 115,2023/2024,11/30/23
062523003771,MOJAVE JR./SR. HIGH,MOJAVE,CA, 36, 31,2023/2024,11/30/23
062895011739,MOJAVE RIVER ACADEMY,VICTORVILLE,CA, 44, 37,2023/2024,11/30/23
062895011739,MOJAVE RIVER ACADEMY,BAKERSFIELD,CA, 7, 6,2023/2024,11/30/23
062895011739,MOJAVE RIVER ACADEMY,COLTON,CA, 87, 78,2023/2024,11/30/23
062895011739,MOJAVE RIVER ACADEMY,PALM SPRINGS,CA, 5, 5,2023/2024,11/30/23
062895011739,MOJAVE RIVER ACADEMY,TEHACHAPI,CA, 10, 9,2023/2024,11/30/23
062895011739,MOJAVE RIVER ACADEMY,BEAUMONT,CA, 9, 8,2023/2024,11/30/23
060175114291,MOJAVE RIVER ACADEMY - MARBLE CITY,PHELAN,CA, 15, 12,2023/2024,11/30/23
060220914262,MOJAVE RIVER ACADEMY - ORO GRANDE,VICTORVILLE,CA, 57, 49,2023/2024,11/30/23
