COUNTY NAME,COUNTY FIPS CODE,CITY NAME,CITY FIPS CODE,CITY FIPS CODE 90,GNIS CODE,GNIS TIGER FORMAT CODE,PLACE NAME,MULTI-COUNTY FLAG
Snohomish,,Mill Creek East,,,,,,
Lewis,,Mineral,,,,,,
Clark,,Minnehaha,,,,,,
King,,Mirrormont,,,,,,
Grays Harbor,,Moclips,,,,,,
Snohomish,,Monroe North,,,,,,
Grant,,Moses Lake North,,,,,,
Clark,,Mount Vista,,,,,,
Pacific,,Naselle,,,,,,
Kitsap,,Navy Yard City,,,,,,
Clallam,,Neah Bay,,,,,,
Grays Harbor,,Neilton,,,,,,
Okanogan,,Nespelem Community,,,,,,
Yakima,,Nile,,,,,,
Thurston,,Nisqually Indian Community,,,,,,
Pierce,,North Fort Lewis,,,,,,
Snohomish,,North Lynnwood,,,,,,
Snohomish,,North Marysville,,,,,,
Okanogan,,North Omak,,,,,,
Pierce,,North Puyallup,,,,,,
Snohomish,,North Sultan,,,,,,
Thurston,,North Yelm,,,,,,
Snohomish,,Northwest Stanwood,,,,,,
Grays Harbor,,Ocean City,,,,,,
Pacific,,Ocean Park,,,,,,
Lewis,,Onalaska,,,,,,
Clark,,Orchards,,,,,,
Ferry,,Orient,,,,,,
Snohomish,,Oso,,,,,,
Spokane,,Otis Orchards-East Farms,,,,,,
Yakima,,Outlook,,,,,,
Grays Harbor,,Oyehut,,,,,,
Grays Harbor,,Pacific Beach,,,,,,
Lewis,,Packwood,,,,,,
Yakima,,Parker,,,,,,
Pierce,,Parkland,,,,,,
Kitsap,,Parkwood,,,,,,
Whatcom,,Peaceful Valley,,,,,,
Snohomish,,Picnic Point,,,,,,
Ferry,,Pine Grove,,,,,,
Whatcom,,Point Roberts,,,,,,
Clallam,,Port Angeles East,,,,,,
Kitsap,,Port Gamble Tribal Community,,,,,,
Jefferson,,Port Hadlock-Irondale,,,,,,
Jefferson,,Port Ludlow,,,,,,
Grays Harbor,,Porter,,,,,,
Pierce,,Prairie Heights,,,,,,
Pierce,,Prairie Ridge,,,,,,
Wahkiakum,,Puget Island,,,,,,
Pierce,,Purdy,,,,,,
Grays Harbor,,Queets,,,,,,
Jefferson,,Quilcene,,,,,,
Grays Harbor,,Qui-nai-elt Village,,,,,,
Pierce,,Raft Island,,,,,,
King,,Ravensdale,,,,,,
Clallam,,River Road,,,,,,
King,,Riverbend,,,,,,
Thurston,,Rochester,,,,,,
Skagit,,Rockport,,,,,,
Kitsap,,Rocky Point,,,,,,
Kittitas,,Ronald,,,,,,
Klickitat,,Roosevelt,,,,,,
Wahkiakum,,Rosburg,,,,,,
Pierce,,Rosedale,,,,,,
Cowlitz,,Ryderwood,,,,,,
Clark,,Salmon Creek,,,,,,
Grays Harbor,,Santiago,,,,,,
Grays Harbor,,Satsop,,,,,,
Kitsap,,Seabeck,,,,,,
Clallam,,Sekiu,,,,,,
King,,Shadow Lake,,,,,,
Snohomish,,Silvana,,,,,,
Snohomish,,Silver Firs,,,,,,
Kitsap,,Silverdale,,,,,,
Snohomish,,Sisco Heights,,,,,,
Wahkiakum,,Skamokawa Valley,,,,,,
Mason,,Skokomish,,,,,,
Kittitas,,Snoqualmie Pass,,,,,,
Pierce,,South Creek,,,,,,
Pierce,,South Hill,,,,,,
Chelan,,South Wenatchee,,,,,,
Kitsap,,Southworth,,,,,,
Pierce,,Spanaway,,,,,,
Pierce,,Stansberry Lake,,,,,,
Snohomish,,Startup,,,,,,
Whitman,,Steptoe,,,,,,
Whatcom,,Sudden Valley,,,,,,
Pierce,,Summit,,,,,,
Pierce,,Summit View,,,,,,
Yakima,,Summitview,,,,,,
Snohomish,,Sunday Lake,,,,,,
Chelan,,Sunnyslope,,,,,,
Kitsap,,Suquamish,,,,,,
Snohomish,,Swede Heaven,,,,,,
Grays Harbor,,Taholah,,,,,,
Yakima,,Tampico,,,,,,
Thurston,,Tanglewilde,,,,,,
King,,Tanner,,,,,,
Yakima,,Terrace Heights,,,,,,
Kittitas,,Thorp,,,,,,
Snohomish,,Three Lakes,,,,,,
Pacific,,Tokeland,,,,,,
Ferry,,Torboy,,,,,,
Walla Walla,,Touchet,,,,,,
Spokane,,Town and Country,,,,,,
Kitsap,,Tracyton,,,,,,
Klickitat,,Trout Lake,,,,,,
Ferry,,Twin Lakes,,,,,,
Mason,,Union,,,,,,
King,,Union Hill-Novelty Hill,,,,,,
Wahkiakum,,Upper Elochoman,,,,,,
Stevens,,Valley,,,,,,
Kittitas,,Vantage,,,,,,
King,,Vashon,,,,,,
Pierce,,Vaughn,,,,,,
Clark,,Venersborg,,,,,,
Snohomish,,Verlot,,,,,,
Walla Walla,,Walla Walla East,,,,,,
Pierce,,Waller,,,,,,
Walla Walla,,Wallula,,,,,,
Clark,,Walnut Grove,,,,,,
Snohomish,,Warm Beach,,,,,,
Pierce,,Wauna,,,,,,
Asotin,,West Clarkston-Highland,,,,,,
Franklin,,West Pasco,,,,,,
 Lexington,,Beacon Hill,,,,,,
Island,,Whidbey Island Station,,,,,,
King,,White Center,,,,,,
Yakima,,White Swan,,,,,,
King,,Wilderness Rim,,,,,,
Pacific,,Willapa,,,,,,
Klickitat,,Wishram,,,,,,
Pierce,,Wollochet,,,,,,
Snohomish,,Woods Creek,,,,,,
